Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
"ACCT","3110","2","Intermediate Financial Acct I","30%","34%","18%","8%","4%","0%","0%","6%","Knause, Terry Daniel",""
"ACCT","3110","3","Intermediate Financial Acct I","34%","42%","14%","8%","0%","0%","0%","2%","Knause, Terry Daniel",""
"ACCT","3110","4","Intermediate Financial Acct I","20%","36%","24%","10%","4%","0%","0%","6%","Knause, Terry Daniel",""
"ACCT","3110","401","Intermediate Financial Acct I","16%","22%","22%","9%","13%","0%","0%","19%","Anderson, Henry K.",""
"ACCT","3120","1","Intermediate Financial Acct II","9%","34%","39%","9%","7%","0%","0%","2%","Guffey, The Estate o",""
"ACCT","3120","2","Intermediate Financial Acct II","27%","24%","35%","5%","3%","0%","0%","5%","Guffey, The Estate o",""
"ACCT","3120","3","Intermediate Financial Acct II","7%","30%","34%","9%","14%","0%","0%","7%","Carver, Brian Todd",""
"ACCT","3120","4","Intermediate Financial Acct II","7%","27%","40%","20%","0%","0%","0%","7%","Carver, Brian Todd",""
"ACCT","3120","5","Intermediate Financial Acct II","23%","42%","19%","7%","0%","0%","0%","9%","Vinson, Jeremy Micha",""
"ACCT","3130","1","Intermediate Fin Acct III","15%","35%","45%","0%","5%","0%","0%","0%","Madray, J Russell",""
"ACCT","3130","2","Intermediate Fin Acct III","35%","38%","25%","2%","0%","0%","0%","0%","Madray, J Russell",""
"ACCT","3130","3","Intermediate Fin Acct III","26%","54%","18%","0%","3%","0%","0%","0%","Madray, J Russell",""
"ACCT","3130","4","Intermediate Fin Acct III","32%","46%","22%","0%","0%","0%","0%","0%","Madray, J Russell",""
"ACCT","3220","1","Accounting Information Systems","27%","36%","21%","3%","3%","0%","0%","9%","Maiberger, Philip A",""
"ACCT","3220","2","Accounting Information Systems","38%","35%","9%","3%","0%","0%","0%","15%","Maiberger, Philip A",""
"ACCT","3220","3","Accounting Information Systems","19%","34%","34%","3%","0%","0%","0%","9%","Maiberger, Philip A",""
"ACCT","4040","1","Individual Taxation","61%","20%","18%","0%","2%","0%","0%","0%","Martin, Sarah L",""
"ACCT","4040","2","Individual Taxation","61%","18%","14%","5%","2%","0%","0%","0%","Martin, Sarah L",""
"ACCT","4100","1","Reporting and Mgmt Control Sys","23%","67%","10%","0%","0%","0%","0%","0%","Radtke, Robin R",""
"ACCT","4100","2","Reporting and Mgmt Control Sys","15%","49%","31%","3%","3%","0%","0%","0%","Radtke, Robin R",""
"ACCT","4150","1","Auditing","24%","43%","29%","1%","1%","0%","0%","1%","Hollingsworth, Carl",""
"ACCT","8520","1","Fin Acct Theory/Res","55%","45%","0%","0%","0%","0%","0%","0%","Welton, Ralph E",""
"ACCT","8520","2","Fin Acct Theory/Res","47%","45%","8%","0%","0%","0%","0%","0%","Welton, Ralph E",""
"ACCT","8540","1","Prof Responsibility","42%","58%","0%","0%","0%","0%","0%","0%","Pearse, Suzanne",""
"ACCT","8540","2","Prof Responsibility","43%","54%","3%","0%","0%","0%","0%","0%","Pearse, Suzanne",""
"ACCT","8540","3","Prof Responsibility","54%","46%","0%","0%","0%","0%","0%","0%","Pearse, Suzanne",""
"ACCT","8620","1","Financial Auditing","56%","44%","0%","0%","0%","0%","0%","0%","Hollingsworth, Carl",""
"ACCT","8620","2","Financial Auditing","37%","63%","0%","0%","0%","0%","0%","0%","Hollingsworth, Carl",""
"ACCT","8710","1","Corporate Taxation","33%","62%","5%","0%","0%","0%","0%","0%","Dalton, Derek W.",""
"ACCT","8710","2","Corporate Taxation","20%","68%","13%","0%","0%","0%","0%","0%","Dalton, Derek W.",""
"ACCT","8710","3","Corporate Taxation","24%","59%","18%","0%","0%","0%","0%","0%","Dalton, Derek W.",""
"ACCT","8730","1","Intl/Spec Tax Topic","76%","24%","0%","0%","0%","0%","0%","0%","Kisska-Schulze, Kath",""
"ACCT","8740","1","Tax Aspects of Finan Planning","31%","63%","6%","0%","0%","0%","0%","0%","Jahn, Judson R",""
"AGED","1000","1","Orientation & Field Experience","67%","26%","0%","4%","0%","0%","0%","4%","Fravel, Philip M",""
"AGED","2030","1","Teaching Agriscience","50%","36%","14%","0%","0%","0%","0%","0%","DiBenedetto, Catheri",""
"AGED","4150","1","Leadership of Vol","83%","8%","4%","0%","0%","0%","0%","4%","Layfield, Kevin D",""
"AGED","4160","1","Ethics and Issues","95%","5%","0%","0%","0%","0%","0%","0%","Player, W Kirby",""
"AGM","2050","1","Prin of Fabrication","27%","38%","25%","5%","4%","0%","0%","2%","Massey, Hunter F",""
"AGM","2060","1","Machinery Mgt","28%","43%","18%","5%","5%","0%","0%","3%","Massey, Hunter F",""
"AGM","2200","1","Calc for Mechanized Agricult","36%","51%","8%","3%","0%","0%","0%","2%","Han, Young J",""
"AGM","2210","1","Land Measurements","33%","26%","30%","6%","4%","0%","0%","2%","Privette, Charles V",""
"AGM","4020","1","Irrigation System Design","38%","40%","20%","3%","0%","0%","0%","0%","Privette, Charles V",""
"AGM","4100","1","Precision Ag Tech","61%","20%","13%","4%","2%","0%","0%","0%","Massey, Hunter F",""
"AGM","4520","1","Mobile Power","56%","37%","7%","0%","0%","0%","0%","0%","Koc, Ali Bulent",""
"AGM","4720","1","Capstone","50%","35%","15%","0%","0%","0%","0%","0%","Chastain, John P",""
"AGM","4730","2","Selected Topics","70%","20%","10%","0%","0%","0%","0%","0%","Han, Young J",""
"AGRB","2020","1","Agricultural Economics","16%","34%","23%","10%","13%","0%","0%","3%","Apperson, George P",""
"AGRB","2020","2","Agricultural Economics","34%","32%","32%","0%","0%","0%","0%","3%","Apperson, George P",""
"AGRB","2050","1","Agriculture and Society","28%","33%","20%","13%","6%","0%","0%","0%","Apperson, George P",""
"AGRB","3190","1","Agribusiness Management","40%","26%","19%","14%","0%","0%","0%","1%","Vassalos, Michael",""
"AGRB","3570","1","Natural Resources Economics","21%","31%","29%","10%","4%","0%","0%","4%","Willis, David Brian",""
"AGRB","4020","1","Production Economics","59%","30%","7%","0%","0%","0%","0%","4%","Vassalos, Michael",""
"AGRB","4080","1","Quant Agribusiness Analysis II","24%","48%","24%","3%","0%","0%","0%","0%","Zhang, Lisha",""
"AGRB","4520","1","Agricultural Policy","17%","48%","25%","6%","0%","0%","0%","4%","Vassalos, Michael",""
"AGRB","4560","1","Prices","41%","31%","28%","0%","0%","0%","0%","0%","Bolotova, Yuliya Val",""
"AGRB","4570","1","Natural Res Use, Tech & Policy","25%","42%","17%","0%","0%","0%","0%","17%","Willis, David Brian",""
"AL","3490","400","Principles of Coaching","81%","8%","4%","4%","0%","0%","0%","4%","Cadorette, Deborah J",""
"AL","3490","401","Principles of Coaching","76%","20%","0%","0%","0%","0%","0%","4%","Cadorette, Deborah J",""
"AL","3490","402","Principles of Coaching","71%","17%","8%","0%","4%","0%","0%","0%","Wright, Julia S",""
"AL","3490","403","Principles of Coaching","60%","20%","8%","8%","4%","0%","0%","0%","Connor, Clyde Keith",""
"AL","3490","404","Principles of Coaching","89%","0%","0%","7%","4%","0%","0%","0%","Fry, Edmond H",""
"AL","3490","405","Principles of Coaching","78%","11%","7%","0%","4%","0%","0%","0%","Cadorette, Deborah J",""
"AL","3500","400","Sci Basis I/Ex Phy","19%","7%","52%","19%","0%","0%","0%","4%","Godfrey, Michael G",""
"AL","3500","401","Sci Basis I/Ex Phy","17%","30%","39%","4%","0%","0%","0%","9%","Godfrey, Michael G",""
"AL","3530","400","Athletic Injuries","26%","26%","37%","7%","4%","0%","0%","0%","Colbert, Isaac Sean",""
"AL","3530","401","Athletic Injuries","32%","40%","12%","12%","0%","0%","0%","4%","Colbert, Isaac Sean",""
"AL","3600","400","Hgh Sch Athl Ethical/Legal Iss","57%","19%","14%","10%","0%","0%","0%","0%","Connor, Clyde Keith",""
"AL","3610","400","Admin/Org of Athletic Programs","64%","24%","8%","0%","4%","0%","0%","0%","Oates, Henry C.",""
"AL","3610","401","Admin/Org of Athletic Programs","83%","17%","0%","0%","0%","0%","0%","0%","Oates, Henry C.",""
"AL","3610","402","Admin/Org of Athletic Programs","83%","8%","8%","0%","0%","0%","0%","0%","Oates, Henry C.",""
"AL","3620","400","Psychology of Coaching","32%","40%","16%","8%","0%","0%","0%","4%","Carter, Natalie Anne",""
"AL","3620","401","Psychology of Coaching","46%","25%","21%","0%","8%","0%","0%","0%","Carter, Natalie Anne",""
"AL","3620","402","Psychology of Coaching","48%","22%","13%","13%","4%","0%","0%","0%","Carter, Natalie Anne",""
"AL","3720","400","Coaching Basketball","72%","12%","8%","0%","8%","0%","0%","0%","Fry, Edmond H",""
"AL","3740","400","Coaching Football","76%","8%","4%","0%","4%","0%","0%","8%","Fry, Edmond H",""
"AL","3750","400","Coaching Soccer","89%","0%","0%","0%","5%","0%","0%","5%","Cadorette, Deborah J",""
"AL","3760","400","Coaching Strength/Conditioning","58%","27%","8%","4%","0%","0%","0%","4%","Fry, Edmond H",""
"AL","4380","400","Coaching Women","79%","18%","4%","0%","0%","0%","0%","0%","Soles, Misty B",""
"AL","4380","402","Officiating in Athletic Leader","64%","16%","16%","0%","4%","0%","0%","0%","Connor, Clyde Keith",""
"AL","4380","403","Coaching Inner Athlete","74%","11%","7%","0%","4%","0%","0%","4%","Cadorette, Deborah J",""
"AL","4380","404","CPR/AED for Athletic Coaches","83%","8%","0%","0%","8%","0%","0%","0%","Wright, Julia S",""
"AL","4380","405","CPR/AED for Athletic Coaches","82%","18%","0%","0%","0%","0%","0%","0%","Wright, Julia S",""
"AL","8530","400","Legal Iss in Intercoll Athlet","75%","21%","4%","0%","0%","0%","0%","0%","Soles, Misty B",""
"AL","8530","401","Legal Iss in Intercoll Athlet","78%","0%","0%","0%","22%","0%","0%","0%","Soles, Misty B",""
"AL","8630","400","Socio Dynam in Intercol Athlet","69%","19%","0%","0%","13%","0%","0%","0%","Godfrey, Michael G",""
"AL","8640","400","Ethical Iss in Collegiate Athl","64%","32%","0%","0%","0%","0%","0%","4%","Godfrey, Michael G",""
"AL","8640","401","Ethical Iss in Collegiate Athl","60%","25%","0%","0%","15%","0%","0%","0%","Godfrey, Michael G",""
"AL","8700","400","Intercoll Athletics Finance","81%","14%","0%","0%","5%","0%","0%","0%","Soles, Misty B",""
"ANTH","2010","1","Introduction to Anthropology","66%","21%","7%","2%","2%","0%","0%","1%","Vogel, Melissa A",""
"ANTH","2010","2","Introduction to Anthropology","67%","25%","6%","0%","2%","0%","0%","0%","Wu, Yi",""
"ANTH","2010","3","Introduction to Anthropology","36%","38%","10%","2%","2%","0%","0%","12%","Rapaport, Lisa G",""
"ANTH","2050","1","Professional Development","71%","29%","0%","0%","0%","0%","0%","0%","Weisensee, Katherine",""
"ANTH","3200","1","North American Indian Cultures","21%","36%","14%","14%","0%","0%","0%","14%","Coggeshall, John M",""
"ANTH","3310","1","Archaeology","37%","33%","26%","4%","0%","0%","0%","0%","Vogel, Melissa A",""
"ANTH","3510","1","Biological Anthropology","40%","40%","10%","5%","0%","0%","0%","5%","Weisensee, Katherine",""
"ANTH","4040","1","Anthropological Theories","28%","44%","17%","6%","0%","0%","0%","6%","Coggeshall, John M",""
"ANTH","4990","1","Special Topics","50%","42%","8%","0%","0%","0%","0%","0%","Wu, Yi",""
"ARCH","1510","1","Arch Communication","53%","40%","7%","0%","0%","0%","0%","0%","Hambright-Belue, Sal",""
"ARCH","1510","2","Arch Communication","38%","50%","6%","0%","6%","0%","0%","0%","Silance, Robert T",""
"ARCH","1510","3","Arch Communication","40%","40%","13%","0%","0%","0%","0%","7%","Mendez, Clarissa A",""
"ARCH","1510","4","Arch Communication","20%","60%","7%","7%","0%","0%","0%","7%","Terim, Berrin",""
"ARCH","1510","5","Arch Communication","25%","69%","6%","0%","0%","0%","0%","0%","Lee, David M",""
"ARCH","1510","6","Arch Communication","50%","50%","0%","0%","0%","0%","0%","0%","Hamidpour, Maryam",""
"ARCH","2520","1","Arch Foundations II","75%","25%","0%","0%","0%","0%","0%","0%","Choma, Joseph",""
"ARCH","2520","2","Arch Foundations II","69%","31%","0%","0%","0%","0%","0%","0%","Barker, James F",""
"ARCH","2520","3","Arch Foundations II","33%","42%","17%","8%","0%","0%","0%","0%","Lee, David M",""
"ARCH","2520","4","Arch Foundations II","38%","46%","8%","8%","0%","0%","0%","0%","Mendez, Clarissa A",""
"ARCH","2520","5","Arch Foundations II","27%","73%","0%","0%","0%","0%","0%","0%","Mills, Criss B.",""
"ARCH","2700","2","Structures I","83%","17%","0%","0%","0%","0%","0%","0%","Kleiss, Michael Carl",""
"ARCH","2710","1","Structures II","66%","21%","7%","3%","3%","0%","0%","0%","Soltani, Mahmoodreza",""
"ARCH","3530","1","Studio Genoa","21%","79%","0%","0%","0%","0%","0%","0%","Schott, Joseph E",""
"ARCH","4120","1","History Research","86%","14%","0%","0%","0%","0%","0%","0%","Schott, Joseph E",""
"ARCH","4120","2","History Research","56%","44%","0%","0%","0%","0%","0%","0%","Roldan, Miguel",""
"ARCH","4140","2","Design Seminar","44%","56%","0%","0%","0%","0%","0%","0%","Roldan, Miguel",""
"ARCH","4160","1","Field Studies","21%","79%","0%","0%","0%","0%","0%","0%","Schott, Joseph E",""
"ARCH","4160","2","Field Studies","56%","44%","0%","0%","0%","0%","0%","0%","Roldan, Miguel",""
"ARCH","4520","1","Synthesis Studio","30%","40%","30%","0%","0%","0%","0%","0%","Brown, Timothy Burl",""
"ARCH","4520","2","Synthesis Studio","44%","22%","22%","0%","0%","0%","0%","11%","Wilkerson, Julie Poe",""
"ARCH","4520","3","Synthesis Studio","11%","56%","33%","0%","0%","0%","0%","0%","Terim, Berrin",""
"ARCH","4520","4","Synthesis Studio","20%","70%","10%","0%","0%","0%","0%","0%","Schafer, George J",""
"ARCH","4710","1","Arch Hist of Place","22%","78%","0%","0%","0%","0%","0%","0%","Thomas, James G.",""
"ARCH","4890","1","Internship","45%","45%","9%","0%","0%","0%","0%","0%","Jennings, Ashley K",""
"ARCH","6160","2","Field Studies","80%","0%","0%","0%","0%","0%","0%","20%","Roldan, Miguel",""
"ARCH","6880","1","Arch Programming","78%","22%","0%","0%","0%","0%","0%","0%","Edwards, Byron Malet",""
"ARCH","8110","1","Visualization II","40%","60%","0%","0%","0%","0%","0%","0%","Hecker, Douglas A.",""
"ARCH","8320","1","Community 1:1","89%","11%","0%","0%","0%","0%","0%","0%","Harding, Daniel Nevi",""
"ARCH","8420","1","Arch Studio II","71%","29%","0%","0%","0%","0%","0%","0%","Laurence, Peter L",""
"ARCH","8420","2","Arch Studio II","63%","38%","0%","0%","0%","0%","0%","0%","Mihalache, Andreea M",""
"ARCH","8520","6","Design Studio IV","80%","0%","0%","0%","0%","0%","0%","20%","Roldan, Miguel",""
"ARCH","8520","8","Design Studio IV","57%","43%","0%","0%","0%","0%","0%","0%","Houayek, Henrique M",""
"ARCH","8520","9","Design Studio IV","60%","20%","20%","0%","0%","0%","0%","0%","Bruhns, Robert A.",""
"ARCH","8610","1","History/Theory II","33%","67%","0%","0%","0%","0%","0%","0%","Ersoy, Ufuk",""
"ARCH","8620","1","History/Theory III","89%","11%","0%","0%","0%","0%","0%","0%","Mihalache, Andreea M",""
"ARCH","8650","1","Topics in Health Policy","80%","10%","10%","0%","0%","0%","0%","0%","Joseph, Anjali",""
"ARCH","8710","1","Structures II","47%","42%","5%","0%","5%","0%","0%","0%","Albright, Dustin Gra",""
"ARCH","8730","2","Environmental Sys","93%","7%","0%","0%","0%","0%","0%","0%","Blouin, Vincent Yves",""
"ARCH","8740","1","Building Process:TR","86%","14%","0%","0%","0%","0%","0%","0%","Brown, Timothy Burl",""
"ARCH","8820","1","Building Economics","92%","8%","0%","0%","0%","0%","0%","0%","Silance, Robert T",""
"ARCH","8920","1","Comprehensive Studio","63%","38%","0%","0%","0%","0%","0%","0%","Allison, David J",""
"ARCH","8920","2","Comprehensive Studio","58%","42%","0%","0%","0%","0%","0%","0%","Heine, Ulrike Ann-So",""
"ARCH","8920","3","Comprehensive Studio","45%","55%","0%","0%","0%","0%","0%","0%","Albright, Dustin Gra",""
"ARCH","8920","4","Comprehensive Studio","36%","64%","0%","0%","0%","0%","0%","0%","Franco Santa Cruz, D",""
"ARCH","8960","1","A+H Studio: Tectonic","67%","33%","0%","0%","0%","0%","0%","0%","Edwards, Byron Malet",""
"ART","1060","1","Foundation Drawing II","70%","17%","0%","4%","9%","0%","0%","0%","Drew, Carly D",""
"ART","1520","1","Foundations Art II","76%","20%","0%","4%","0%","0%","0%","0%","Manson V, Joseph Ric",""
"ART","2050","1","Beginning Life Drawing","79%","11%","11%","0%","0%","0%","0%","0%","Thum, Kathleen Ann",""
"ART","2070","1","Beginning Painting","65%","29%","0%","0%","6%","0%","0%","0%","McDonald, Todd A",""
"ART","2100","400","Art Appreciation","35%","48%","9%","9%","0%","0%","0%","0%","Dorsey, Lydia Jane",""
"ART","2100","401","Art Appreciation","55%","24%","10%","0%","0%","0%","0%","10%","Dorsey, Lydia Jane",""
"ART","2100","402","Art Appreciation","46%","29%","18%","0%","4%","0%","0%","4%","Dorsey, Lydia Jane",""
"ART","2100","403","Art Appreciation","24%","59%","14%","0%","0%","0%","0%","3%","Dorsey, Lydia Jane",""
"ART","2130","1","Begin Photography","79%","21%","0%","0%","0%","0%","0%","0%","Eckersley, Amber Nic",""
"ART","8060","1","Visual Arts Sem II","71%","14%","14%","0%","0%","0%","0%","0%","Shelnutt, Gregory Wi",""
"AS","1100","1","Air Force Today II","79%","21%","0%","0%","0%","0%","0%","0%","Moore, Michael Allen",""
"AS","1100","2","Air Force Today II","84%","16%","0%","0%","0%","0%","0%","0%","Moore, Michael Allen",""
"AS","1100","3","Air Force Today II","67%","25%","8%","0%","0%","0%","0%","0%","Moore, Michael Allen",""
"AS","2100","2","Dev of Air Power II","67%","20%","13%","0%","0%","0%","0%","0%","Mann, Christopher R",""
"AS","2100","3","Dev of Air Power II","80%","13%","0%","7%","0%","0%","0%","0%","Mann, Christopher R",""
"ASL","1010","1","Am Sign Lang I","26%","37%","32%","5%","0%","0%","0%","0%","Brant, William Alton",""
"ASL","1010","2","Am Sign Lang I","42%","42%","16%","0%","0%","0%","0%","0%","Brant, William Alton",""
"ASL","1010","3","Am Sign Lang I","58%","37%","0%","5%","0%","0%","0%","0%","Barrett, Michael Alb",""
"ASL","1020","1","Am Sign Lang I","89%","5%","5%","0%","0%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASL","1020","2","Am Sign Lang I","86%","5%","5%","0%","5%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASL","1020","3","Am Sign Lang I","74%","26%","0%","0%","0%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASL","2010","1","Am Sign Lang II","31%","23%","38%","0%","0%","0%","0%","8%","Barrett, Michael Alb",""
"ASL","2020","1","Am Sign Lang II","26%","16%","42%","11%","5%","0%","0%","0%","Barrett, Michael Alb",""
"ASL","2020","2","Am Sign Lang II","64%","9%","9%","9%","0%","0%","0%","9%","Barrett, Michael Alb",""
"ASL","3020","1","Advanced Asl II","86%","7%","7%","0%","0%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASL","4600","1","Deaf Literature","70%","20%","10%","0%","0%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASTR","1010","1","Solar System Astronomy","25%","35%","16%","10%","7%","0%","0%","8%","The, Lih-sin",""
"ASTR","1020","1","Stellar Astronomy","27%","26%","11%","5%","16%","0%","0%","15%","Porter, Amber L",""
"ASTR","1020","2","Stellar Astronomy","24%","38%","17%","9%","4%","0%","0%","7%","Porter, Amber L",""
"ASTR","1030","1","Solar Systm Astr Lab","35%","35%","8%","4%","19%","0%","0%","0%","Porter, Amber L",""
"ASTR","1030","2","Solar Systm Astr Lab","38%","35%","12%","4%","0%","0%","0%","12%","Porter, Amber L",""
"ASTR","1030","3","Solar Systm Astr Lab","38%","29%","24%","5%","0%","0%","0%","5%","Porter, Amber L",""
"ASTR","1040","1","Stellar Astr Lab","64%","18%","14%","0%","0%","0%","0%","5%","Porter, Amber L",""
"ASTR","1040","2","Stellar Astr Lab","75%","13%","0%","0%","6%","0%","0%","6%","Porter, Amber L",""
"ASTR","1040","3","Stellar Astr Lab","58%","33%","0%","0%","0%","0%","0%","8%","Porter, Amber L",""
"ASTR","1040","5","Stellar Astr Lab","55%","20%","5%","0%","5%","0%","0%","15%","Porter, Amber L",""
"AUD","2850","1","Acoustics of Music","20%","50%","20%","10%","0%","0%","0%","0%","Altstatt, Hamilton S",""
"AUE","8160","1","Eng Combustion Emiss","75%","23%","3%","0%","0%","0%","0%","0%","Prucka, Robert G",""
"AUE","8170","3","Alt Energy Sources","95%","3%","0%","0%","0%","0%","0%","3%","Onori, Simona",""
"AUE","8500","6","Stability/Safety Sys","43%","53%","3%","0%","0%","0%","0%","0%","Ayalew, Beshah",""
"AUE","8550","16","Auto Struct Analysis","32%","56%","12%","0%","0%","0%","0%","0%","Schmueser, David Wil",""
"AUE","8690","8","Qual Assur Automotiv Manuf Sys","49%","46%","5%","0%","0%","0%","0%","0%","Mears, Michael L",""
"AUE","8770","9","Light-Weight Design","52%","39%","6%","0%","3%","0%","0%","0%","Abu-Farha, Fadi Kama",""
"AUE","8860","1","Noise Vibration","63%","32%","5%","0%","0%","0%","0%","0%","Feldmaier, Douglas",""
"AUE","8900","102","Automotive Engineering Project","67%","33%","0%","0%","0%","0%","0%","0%","Pisu, Pierluigi",""
"AUE","8930","3","Applied Dynamics","37%","47%","11%","0%","5%","0%","0%","0%","Haque, Imtiaz Ul",""
"AUE","8930","4","Mechanics of Composites Struct","50%","43%","7%","0%","0%","0%","0%","0%","Pilla, Srikanth",""
"AUE","8930","401","Autonomous Driving Techn","67%","31%","3%","0%","0%","0%","0%","0%","Jia, Yunyi",""
"AUE","8930","402","Sustainability & LCE","71%","29%","0%","0%","0%","0%","0%","0%","Pilla, Srikanth",""
"AVS","2000","1","Beef Cattle Tech","62%","27%","8%","0%","4%","0%","0%","0%","Long, Nathan M",""
"AVS","2020","1","CAFLS Plus","90%","0%","0%","0%","0%","0%","0%","10%","Scott, Thomas R",""
"AVS","2060","1","Swine Techniques","80%","13%","0%","0%","3%","0%","0%","5%","Miller, Richelle Lor",""
"AVS","3010","1","Anat & Phys Dom Ani","44%","32%","13%","5%","3%","0%","0%","3%","Wilmoth, Tiffany A",""
"AVS","3100","1","Animal Health","54%","20%","10%","3%","6%","0%","0%","7%","Scott, Thomas R",""
"AVS","3150","1","Animal Welfare","46%","21%","33%","0%","0%","0%","0%","0%","Skewes, Peter A",""
"AVS","3700","1","Principles of Animal Nutrition","49%","24%","16%","8%","2%","0%","0%","0%","Strickland, James Ro",""
"AVS","3750","1","Applied Animal Nutrition","29%","33%","19%","15%","0%","0%","0%","4%","Lascano, Gustavo Jos",""
"AVS","4000","1","AVS Professional Development","73%","20%","8%","0%","0%","0%","0%","0%","Lascano, Johanna Joh",""
"AVS","4000","2","AVS Professional Development","73%","27%","0%","0%","0%","0%","0%","0%","Lascano, Johanna Joh",""
"AVS","4010","1","Beef Production","10%","60%","20%","10%","0%","0%","0%","0%","Long, Nathan M",""
"AVS","4060","1","Seminars & Related Topics","50%","38%","13%","0%","0%","0%","0%","0%","Jones, Jeryl C",""
"AVS","4060","2","Seminars & Related Topics","33%","47%","13%","7%","0%","0%","0%","0%","Jones, Jeryl C",""
"AVS","4100","1","Domestic Ani Behav","31%","46%","17%","3%","1%","0%","0%","2%","Skewes, Peter A",""
"AVS","4120","1","Advanced Equine Management","74%","21%","5%","0%","0%","0%","0%","0%","Vernon, Kristine Lan",""
"AVS","4130","1","Animal Products","64%","30%","6%","0%","0%","0%","0%","0%","Miller, Richelle Lor",""
"AVS","4140","1","Basic Immunology","74%","11%","11%","0%","4%","0%","0%","0%","Scott, Thomas R",""
"AVS","4220","6","Special Problems","88%","6%","0%","6%","0%","0%","0%","0%","Duckett, Susan Kay",""
"AVS","4530","1","Animal Reproduction","46%","24%","27%","0%","2%","0%","0%","0%","Birrenkott, Glenn P",""
"AVS","4530","400","Animal Reproduction","57%","21%","14%","7%","0%","0%","0%","0%","Birrenkott, Glenn P",""
"BCHM","3010","1","Molecular Biochem","10%","37%","23%","12%","7%","0%","0%","10%","Morris, Meredith Tei",""
"BCHM","3010","2","Molecular Biochem(HON)","40%","50%","10%","0%","0%","0%","0%","0%","Ingram-Smith, Cheryl","H"
"BCHM","3050","1","Essen Elements Bioch","29%","38%","20%","7%","1%","0%","0%","3%","Chandrasekaran, Srik",""
