Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
"ACCT","3110","3","Intermediate Financial Acct I","50%","27%","14%","5%","2%","0%","0%","2%","Knause, Terry Daniel",""
"ACCT","3110","4","Intermediate Financial Acct I","28%","37%","22%","2%","4%","2%","0%","4%","Knause, Terry Daniel",""
"ACCT","3110","5","Intermediate Financial Acct I","50%","25%","16%","9%","0%","0%","0%","0%","Knause, Terry Daniel",""
"ACCT","3120","1","Intermediate Financial Acct II","16%","32%","26%","18%","8%","0%","0%","0%","Guffey, The Estate o",""
"ACCT","3120","2","Intermediate Financial Acct II","11%","23%","40%","14%","6%","0%","0%","6%","Guffey, The Estate o",""
"ACCT","3120","3","Intermediate Financial Acct II","3%","18%","44%","21%","13%","0%","0%","3%","Carver, Brian Todd",""
"ACCT","3120","4","Intermediate Financial Acct II","3%","17%","33%","23%","17%","0%","0%","7%","Carver, Brian Todd",""
"ACCT","3120","5","Intermediate Financial Acct II","24%","36%","31%","4%","5%","0%","0%","0%","Vinson, Jeremy Micha",""
"ACCT","3130","1","Intermediate Fin Acct III","11%","40%","20%","14%","3%","0%","0%","11%","Madray, J Russell",""
"ACCT","3130","2","Intermediate Fin Acct III","26%","45%","21%","8%","0%","0%","0%","0%","Madray, J Russell",""
"ACCT","3130","3","Intermediate Fin Acct III","38%","38%","19%","3%","3%","0%","0%","0%","Madray, J Russell",""
"ACCT","3130","4","Intermediate Fin Acct III","33%","36%","26%","5%","0%","0%","0%","0%","Madray, J Russell",""
"ACCT","3220","1","Accounting Information Systems","10%","41%","29%","7%","5%","0%","0%","7%","Maiberger, Philip A",""
"ACCT","3220","2","Accounting Information Systems","21%","48%","17%","5%","0%","0%","0%","10%","Maiberger, Philip A",""
"ACCT","3220","3","Accounting Information Systems","14%","25%","25%","7%","0%","0%","0%","29%","Maiberger, Philip A",""
"ACCT","4040","1","Individual Taxation","69%","16%","10%","5%","0%","0%","0%","0%","Martin, Sarah L",""
"ACCT","4040","2","Individual Taxation","71%","23%","4%","2%","0%","0%","0%","0%","Martin, Sarah L",""
"ACCT","4100","1","Reporting and Mgmt Control Sys","34%","63%","3%","0%","0%","0%","0%","0%","Hawk, Holly Rhiannio",""
"ACCT","4100","2","Reporting and Mgmt Control Sys","32%","59%","9%","0%","0%","0%","0%","0%","Hawk, Holly Rhiannio",""
"ACCT","4150","1","Auditing","26%","38%","31%","5%","0%","0%","0%","0%","Harp, Nancy Lee",""
"ACCT","4150","2","Auditing","24%","30%","30%","12%","0%","0%","0%","3%","Harp, Nancy Lee",""
"ACCT","8520","1","Fin Acct Theory/Res","25%","75%","0%","0%","0%","0%","0%","0%","Welton, Ralph E",""
"ACCT","8520","2","Fin Acct Theory/Res","47%","50%","3%","0%","0%","0%","0%","0%","Welton, Ralph E",""
"ACCT","8520","3","Fin Acct Theory/Res","20%","63%","17%","0%","0%","0%","0%","0%","Welton, Ralph E",""
"ACCT","8540","1","Prof Responsibility","60%","40%","0%","0%","0%","0%","0%","0%","Pearse, Suzanne",""
"ACCT","8540","2","Prof Responsibility","79%","21%","0%","0%","0%","0%","0%","0%","Pearse, Suzanne",""
"ACCT","8540","3","Prof Responsibility","77%","21%","3%","0%","0%","0%","0%","0%","Pearse, Suzanne",""
"ACCT","8710","1","Corporate Taxation","16%","76%","8%","0%","0%","0%","0%","0%","Dalton, Derek W.",""
"ACCT","8710","2","Corporate Taxation","30%","65%","5%","0%","0%","0%","0%","0%","Dalton, Derek W.",""
"ACCT","8710","3","Corporate Taxation","31%","67%","3%","0%","0%","0%","0%","0%","Dalton, Derek W.",""
"AGED","1000","1","Orientation & Field Experience","82%","12%","0%","0%","0%","0%","0%","6%","Fravel, Philip M",""
"AGED","2030","1","Teaching Agriscience","64%","21%","0%","0%","7%","0%","0%","7%","DiBenedetto, Catheri",""
"AGED","4160","1","Ethics and Issues","94%","3%","0%","0%","0%","0%","0%","3%","Dobbins, Thomas R",""
"AGED","4250","1","Teaching Ag Mechs","85%","15%","0%","0%","0%","0%","0%","0%","Fravel, Philip M",""
"AGM","2050","1","Prin of Fabrication","12%","53%","22%","8%","2%","0%","0%","3%","Massey, Hunter F",""
"AGM","2060","1","Machinery Mgt","8%","32%","41%","8%","5%","0%","0%","5%","Massey, Hunter F",""
"AGM","2210","1","Land Measurements","17%","52%","26%","0%","4%","0%","0%","0%","Privette, Charles V",""
"AGM","3030","1","Cal for Mech Ag","37%","42%","22%","0%","0%","0%","0%","0%","Han, Young J",""
"AGM","4020","1","Landscape Drainage and Irrig","16%","49%","26%","7%","2%","0%","0%","0%","Privette, Charles V",""
"AGM","4100","1","Precision Ag Tech","24%","58%","13%","2%","2%","0%","0%","0%","Massey, Hunter F",""
"AGM","4520","1","Mobile Power","45%","29%","21%","2%","2%","0%","0%","0%","Koc, Ali Bulent",""
"AGM","4720","1","Capstone","18%","50%","30%","2%","0%","0%","0%","0%","Chastain, John P",""
"AGRB","2020","1","Agricultural Economics","75%","14%","3%","3%","5%","0%","0%","0%","Bolotova, Yuliya Val",""
"AGRB","2050","1","Agriculture and Society","46%","34%","16%","2%","0%","0%","0%","2%","Zhang, Lisha",""
"AGRB","3190","1","Agribusiness Management","30%","30%","24%","14%","2%","0%","0%","0%","Vassalos, Michael",""
"AGRB","3570","1","Natural Resources Economics","31%","15%","33%","13%","4%","0%","0%","4%","Willis, David Brian",""
"AGRB","4020","1","Production Economics","73%","27%","0%","0%","0%","0%","0%","0%","Vassalos, Michael",""
"AGRB","4080","1","Quantitative Applied Economics","21%","18%","42%","11%","5%","0%","0%","3%","Zhang, Lisha",""
"AGRB","4520","1","Agricultural Policy","35%","26%","28%","9%","0%","0%","0%","2%","Vassalos, Michael",""
"AGRB","4560","1","Prices","47%","38%","16%","0%","0%","0%","0%","0%","Bolotova, Yuliya Val",""
"AL","3490","400","Principles of Coaching","54%","38%","8%","0%","0%","0%","0%","0%","Cadorette, Deborah J",""
"AL","3490","401","Principles of Coaching","44%","16%","28%","4%","8%","0%","0%","0%","Cadorette, Deborah J",""
"AL","3490","402","Principles of Coaching","72%","20%","4%","4%","0%","0%","0%","0%","Wright, Julia S",""
"AL","3490","405","Principles of Coaching","88%","4%","8%","0%","0%","0%","0%","0%","Fry, Edmond H",""
"AL","3500","400","Sci Basis I/Ex Phy","24%","20%","36%","8%","4%","0%","0%","8%","Godfrey, Michael G",""
"AL","3500","401","Sci Basis I/Ex Phy","26%","35%","17%","9%","4%","0%","0%","9%","Godfrey, Michael G",""
"AL","3520","400","Kinesiology","40%","47%","7%","7%","0%","0%","0%","0%","Godfrey, Michael G",""
"AL","3530","400","Athletic Injuries","21%","25%","33%","8%","8%","0%","0%","4%","Colbert, Isaac Sean",""
"AL","3530","401","Athletic Injuries","27%","27%","27%","15%","4%","0%","0%","0%","Colbert, Isaac Sean",""
"AL","3600","400","Hgh Sch Athl Ethical/Legal Iss","29%","33%","17%","13%","4%","0%","0%","4%","Connor, Clyde Keith",""
"AL","3610","400","Admin/Org of Athletic Programs","77%","9%","5%","9%","0%","0%","0%","0%","Oates, Henry C.",""
"AL","3610","402","Admin/Org of Athletic Programs","72%","12%","16%","0%","0%","0%","0%","0%","Oates, Henry C.",""
"AL","3610","403","Admin/Org of Athletic Programs","39%","43%","9%","4%","4%","0%","0%","0%","Plumblee, John T",""
"AL","3620","400","Psychology of Coaching","38%","33%","21%","4%","4%","0%","0%","0%","Carter, Natalie Anne",""
"AL","3620","401","Psychology of Coaching","27%","42%","12%","12%","4%","0%","0%","4%","Carter, Natalie Anne",""
"AL","3620","402","Psychology of Coaching","20%","40%","24%","4%","8%","0%","0%","4%","Carter, Natalie Anne",""
"AL","3720","400","Coaching Basketball","62%","15%","12%","8%","0%","0%","0%","4%","Fry, Edmond H",""
"AL","3740","400","Coaching Football","71%","8%","13%","4%","4%","0%","0%","0%","Fry, Edmond H",""
"AL","3760","400","Coaching Strength/Conditioning","68%","12%","16%","0%","0%","0%","0%","4%","Fry, Edmond H",""
"AL","4380","400","Coaching Women","52%","33%","5%","10%","0%","0%","0%","0%","Cadorette, Deborah J",""
"AL","4380","410","Coaching Rugby","88%","0%","0%","0%","6%","0%","0%","6%","Cadorette, Deborah J",""
"AL","8530","400","Legal Iss in Intercoll Athlet","79%","8%","4%","0%","8%","0%","0%","0%","Godfrey, Michael G",""
"ANTH","2010","1","Introduction to Anthropology","6%","17%","32%","17%","10%","0%","0%","17%","Coggeshall, John M",""
"ANTH","2010","2","Introduction to Anthropology","15%","57%","19%","6%","0%","0%","0%","2%","Wu, Yi",""
"ANTH","2010","3","Introduction to Anthropology","24%","48%","20%","7%","0%","0%","0%","2%","Wu, Yi",""
"ANTH","3200","1","North American Indian Cultures","13%","38%","25%","0%","6%","0%","0%","19%","Coggeshall, John M",""
"ANTH","3310","1","Archaeology","33%","38%","19%","5%","0%","0%","0%","5%","Vogel, Melissa A",""
"ANTH","3510","1","Biological Anthropology","21%","42%","21%","5%","11%","0%","0%","0%","Rapaport, Lisa G",""
"ANTH","3530","1","Forensic Anthropology","29%","38%","21%","8%","0%","0%","0%","4%","Weisensee, Katherine",""
"ANTH","4040","1","Anthropological Theories","40%","30%","30%","0%","0%","0%","0%","0%","Coggeshall, John M",""
"ANTH","4510","1","Biol Variation in Human Pop","47%","21%","16%","0%","0%","0%","0%","16%","Weisensee, Katherine",""
"ANTH","4660","1","Evolution of Human Behav","21%","57%","7%","0%","0%","0%","0%","14%","Rapaport, Lisa G",""
"APEC","8220","1","Public Policy Econ","38%","46%","8%","0%","0%","0%","0%","8%","Willis, David Brian",""
"ARCH","1510","1","Arch Communication","33%","27%","7%","7%","13%","0%","0%","13%","Hambright-Belue, Sal",""
"ARCH","1510","2","Arch Communication","27%","47%","13%","7%","0%","0%","0%","7%","Silance, Robert T",""
"ARCH","1510","3","Arch Communication","33%","60%","7%","0%","0%","0%","0%","0%","Mendez, Clarissa A",""
"ARCH","1510","4","Arch Communication","43%","43%","7%","0%","0%","0%","0%","7%","Omidvar, LaDan R",""
"ARCH","1510","5","Arch Communication","36%","43%","7%","14%","0%","0%","0%","0%","Hambright-Belue, Sal",""
"ARCH","2520","1","Arch Foundations II","38%","38%","15%","8%","0%","0%","0%","0%","Lee, David M",""
"ARCH","2520","2","Arch Foundations II","54%","38%","8%","0%","0%","0%","0%","0%","Choma, Joseph",""
"ARCH","2520","3","Arch Foundations II","67%","33%","0%","0%","0%","0%","0%","0%","Mendez, Clarissa A",""
"ARCH","2520","4","Arch Foundations II","55%","45%","0%","0%","0%","0%","0%","0%","Barker, James F",""
"ARCH","2520","5","Arch Foundations II","33%","50%","17%","0%","0%","0%","0%","0%","Omidvar, LaDan R",""
"ARCH","2700","1","Structures I","65%","30%","4%","0%","0%","0%","0%","0%","Hogan, Robert John",""
"ARCH","2700","2","Structures I","55%","35%","10%","0%","0%","0%","0%","0%","Albright, Dustin Gra",""
"ARCH","3530","1","Studio Genoa","25%","67%","8%","0%","0%","0%","0%","0%","Schafer, George J",""
"ARCH","4010","2","Architectural Portfolio","50%","40%","10%","0%","0%","0%","0%","0%","Wang, Yixiao",""
"ARCH","4520","1","Synthesis Studio","29%","43%","29%","0%","0%","0%","0%","0%","Brown, Timothy Burl",""
"ARCH","4520","2","Synthesis Studio","54%","46%","0%","0%","0%","0%","0%","0%","Bruhns, Robert A.",""
"ARCH","4520","3","Synthesis Studio","50%","36%","14%","0%","0%","0%","0%","0%","Wilkerson, Julie Poe",""
"ARCH","4520","4","Synthesis Studio","10%","60%","30%","0%","0%","0%","0%","0%","Mills, Criss B.",""
"ARCH","4710","1","Arch Hist of Place","50%","33%","17%","0%","0%","0%","0%","0%","Thomas, James G.",""
"ARCH","4890","1","Internship","64%","27%","0%","0%","0%","0%","0%","9%","Jennings, Ashley K",""
"ARCH","4990","13","Biomimicry and Biomimetics","69%","31%","0%","0%","0%","0%","0%","0%","Kleiss, Michael Carl",""
"ARCH","6880","1","Arch Programming","50%","50%","0%","0%","0%","0%","0%","0%","Edwards, Byron Malet",""
"ARCH","8110","1","Visualization II","60%","40%","0%","0%","0%","0%","0%","0%","Choma, Joseph",""
"ARCH","8120","1","Comp Design Methods","67%","33%","0%","0%","0%","0%","0%","0%","Lee, David M",""
"ARCH","8200","1","Bldg Design & Constr","69%","31%","0%","0%","0%","0%","0%","0%","Bausman, Dennis C",""
"ARCH","8420","1","Arch Studio II","44%","56%","0%","0%","0%","0%","0%","0%","Laurence, Peter L",""
"ARCH","8420","2","Arch Studio II","67%","0%","33%","0%","0%","0%","0%","0%","Terim, Berrin",""
"ARCH","8520","1","Design Studio IV","40%","60%","0%","0%","0%","0%","0%","0%","Schott, Joseph E",""
"ARCH","8520","3","Design Studio IV","63%","38%","0%","0%","0%","0%","0%","0%","Franco Santa Cruz, D",""
"ARCH","8610","1","History/Theory II","73%","27%","0%","0%","0%","0%","0%","0%","Bruhns, Robert A.",""
"ARCH","8620","1","History/Theory III","46%","54%","0%","0%","0%","0%","0%","0%","Terim, Berrin",""
"ARCH","8740","1","Building Process:TR","60%","40%","0%","0%","0%","0%","0%","0%","Schott, Joseph E",""
"ARCH","8740","2","Building Process:TR","38%","46%","15%","0%","0%","0%","0%","0%","Schott, Joseph E",""
"ARCH","8820","1","Building Economics","95%","5%","0%","0%","0%","0%","0%","0%","Silance, Robert T",""
"ARCH","8900","1","Directed Studies","77%","15%","8%","0%","0%","0%","0%","0%","Joseph, Anjali",""
"ARCH","8920","1","Comprehensive Studio","50%","50%","0%","0%","0%","0%","0%","0%","Allison, David J",""
"ARCH","8920","2","Comprehensive Studio","80%","20%","0%","0%","0%","0%","0%","0%","Heine, Ulrike Ann-So",""
"ARCH","8920","3","Comprehensive Studio","73%","27%","0%","0%","0%","0%","0%","0%","Albright, Dustin Gra",""
"ARCH","8920","4","Comprehensive Studio","40%","60%","0%","0%","0%","0%","0%","0%","Ersoy, Ufuk",""
"ARCH","8960","1","A+H Studio: Tectonic","63%","38%","0%","0%","0%","0%","0%","0%","Edwards, Byron Malet",""
"ART","1060","1","Foundation Drawing II","60%","28%","12%","0%","0%","0%","0%","0%","Drew, Carly D",""
"ART","1520","1","Foundations Art II","90%","10%","0%","0%","0%","0%","0%","0%","Manson V, Joseph Ric",""
"ART","2050","1","Beginning Life Drawing","59%","41%","0%","0%","0%","0%","0%","0%","Thum, Kathleen Ann",""
"ART","2070","1","Beginning Painting","65%","24%","12%","0%","0%","0%","0%","0%","King, Mary Jane",""
"ART","2090","1","Beginning Sculpture","50%","50%","0%","0%","0%","0%","0%","0%","Cooke, Mary Elizabet",""
"ART","2100","400","Art Appreciation","54%","32%","7%","4%","0%","0%","0%","4%","Dorsey, Lydia Jane",""
"ART","2100","401","Art Appreciation","45%","24%","10%","0%","0%","0%","0%","21%","Dorsey, Lydia Jane",""
"ART","2100","402","Art Appreciation","57%","36%","4%","4%","0%","0%","0%","0%","Dorsey, Lydia Jane",""
"ART","2100","403","Art Appreciation","29%","50%","14%","4%","0%","0%","0%","4%","Dorsey, Lydia Jane",""
"ART","2110","1","Begin Printmaking","67%","17%","8%","8%","0%","0%","0%","0%","Anderson, Todd Denni",""
"ART","2130","1","Begin Photography","80%","20%","0%","0%","0%","0%","0%","0%","Shelnutt, Gregory Wi",""
"ART","2170","1","Beginning Ceramics","83%","17%","0%","0%","0%","0%","0%","0%","Iwamura, En",""
"ART","2210","1","Beginning New Media","80%","0%","13%","0%","7%","0%","0%","0%","Hung, Christina Nguy",""
"ART","4750","1","Senior Exhibition Internship","73%","20%","7%","0%","0%","0%","0%","0%","Woodward-Detrich, De",""
"AS","1100","1","Air Force Today II","80%","10%","0%","0%","0%","0%","0%","10%","Mann, Christopher R",""
"AS","2100","2","Dev of Air Power II","50%","20%","30%","0%","0%","0%","0%","0%","Mann, Christopher R",""
"AS","2100","3","Dev of Air Power II","68%","26%","5%","0%","0%","0%","0%","0%","Mann, Christopher R",""
"ASL","1010","1","Am Sign Lang I","39%","22%","33%","6%","0%","0%","0%","0%","Brant, William Alton",""
"ASL","1010","2","Am Sign Lang I","70%","20%","10%","0%","0%","0%","0%","0%","Brant, William Alton",""
"ASL","2010","1","Am Sign Lang II","43%","36%","21%","0%","0%","0%","0%","0%","Brant, William Alton",""
"ASL","2020","1","Am Sign Lang II","73%","27%","0%","0%","0%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASL","2020","2","Am Sign Lang II","80%","10%","0%","0%","10%","0%","0%","0%","Misener Dunn, Kim Ma",""
"ASL","3050","1","Deaf Studies","47%","21%","32%","0%","0%","0%","0%","0%","Brant, William Alton",""
"ASTR","1010","1","Solar System Astronomy","35%","34%","11%","8%","6%","0%","0%","4%","Brittain, Sean D",""
"ASTR","1020","1","Stellar Astronomy","51%","31%","10%","2%","4%","0%","0%","2%","Flower, Phillip J",""
"ASTR","1020","2","Stellar Astronomy","35%","40%","14%","3%","2%","0%","0%","5%","Flower, Phillip J",""
"ASTR","1020","3","Stellar Astronomy","28%","39%","22%","6%","0%","0%","0%","6%","Flower, Phillip J",""
"ASTR","1030","1","Solar Systm Astr Lab","63%","33%","0%","0%","0%","0%","0%","4%","Leising, Mark D",""
"ASTR","1030","2","Solar Systm Astr Lab","69%","19%","0%","4%","4%","0%","0%","4%","Leising, Mark D",""
"ASTR","1040","1","Stellar Astr Lab","76%","19%","0%","0%","0%","0%","0%","5%","Leising, Mark D",""
"ASTR","1040","2","Stellar Astr Lab","43%","35%","4%","4%","0%","0%","0%","13%","Leising, Mark D",""
"ASTR","1040","3","Stellar Astr Lab","74%","13%","4%","0%","4%","0%","0%","4%","Leising, Mark D",""
"ASTR","1040","5","Stellar Astr Lab","23%","32%","14%","14%","14%","0%","0%","5%","Leising, Mark D",""
"ASTR","1040","6","Stellar Astr Lab","0%","54%","23%","8%","8%","0%","0%","8%","Leising, Mark D",""
"ASTR","3030","1","Galactic Astrophys","35%","41%","6%","6%","0%","0%","0%","12%","Ajello, Marco",""
"AUE","8160","1","Eng Combustion Emiss","74%","24%","0%","0%","0%","0%","0%","2%","Prucka, Robert G",""
"AUE","8170","3","Alt Energy Sources","34%","61%","5%","0%","0%","0%","0%","0%","Pisu, Pierluigi",""
"AUE","8290","4","Tire Behavior","67%","33%","0%","0%","0%","0%","0%","0%","Ayalew, Beshah",""
"AUE","8500","6","Stability/Safety Sys","70%","22%","4%","0%","0%","0%","0%","4%","Ayalew, Beshah",""
"AUE","8550","16","Auto Struct Analysis","82%","18%","0%","0%","0%","0%","0%","0%","Schmueser, David Wil",""
"AUE","8690","8","Qual Assur Automotiv Manuf Sys","52%","33%","3%","0%","9%","0%","0%","3%","Mears, Michael L",""
"AUE","8770","9","Light-Weight Design","69%","13%","13%","0%","0%","0%","0%","6%","Abu-Farha, Fadi Kama",""
"AUE","8860","1","Noise Vibration","75%","25%","0%","0%","0%","0%","0%","0%","Feldmaier, Douglas",""
"AUE","8930","3","Applied Dynamics","62%","38%","0%","0%","0%","0%","0%","0%","Haque, Imtiaz Ul",""
"AUE","8930","4","Mechanics of Composites Struct","83%","17%","0%","0%","0%","0%","0%","0%","Pilla, Srikanth",""
"AUE","8930","14","Power Electronics","82%","9%","0%","0%","0%","0%","0%","9%","Onori, Simona",""
"AUE","8930","15","Innov & Entrepreneurship","87%","13%","0%","0%","0%","0%","0%","0%","Bodde, David Leo",""
"AVS","2000","1","Beef Cattle Tech","56%","44%","0%","0%","0%","0%","0%","0%","Long, Nathan M",""
"AVS","2010","1","Poultry Techniques","90%","10%","0%","0%","0%","0%","0%","0%","Birrenkott, Glenn P",""
"AVS","2060","1","Swine Techniques","63%","26%","7%","0%","2%","0%","0%","2%","Miller, Richelle Lor",""
"AVS","2090","1","Livestock Exhibition Technique","97%","2%","2%","0%","0%","0%","0%","0%","Miller, Richelle Lor",""
"AVS","3010","1","Anat & Phys Dom Ani","67%","11%","16%","4%","4%","0%","0%","0%","Wilmoth, Tiffany A",""
"AVS","3100","1","Animal Health","42%","35%","11%","3%","2%","0%","0%","8%","Scott, Thomas R",""
"AVS","3150","1","Animal Welfare","22%","22%","39%","6%","6%","0%","0%","6%","Skewes, Peter A",""
"AVS","3700","1","Principles of Animal Nutrition","37%","35%","18%","7%","1%","0%","0%","1%","Strickland, James Ro",""
"AVS","3750","1","Applied Animal Nutrition","24%","35%","33%","7%","0%","0%","0%","2%","Lascano, Gustavo Jos",""
"AVS","4000","1","AVS Professional Development","76%","24%","0%","0%","0%","0%","0%","0%","Lascano, Johanna Joh",""
"AVS","4000","2","AVS Professional Development","77%","15%","0%","8%","0%","0%","0%","0%","Lascano, Johanna Joh",""
"AVS","4060","2","Seminars & Related Topics","46%","39%","14%","0%","0%","0%","0%","0%","Jones, Jeryl C",""
"AVS","4100","1","Domestic Ani Behav","18%","50%","26%","3%","2%","0%","0%","1%","Skewes, Peter A",""
"AVS","4130","1","Animal Products","67%","29%","4%","0%","0%","0%","0%","0%","Miller, Richelle Lor",""
"AVS","4140","1","Basic Immunology","92%","4%","0%","0%","0%","0%","0%","4%","Scott, Thomas R",""
"AVS","4170","1","Animal Agribusiness Develpmnt","50%","50%","0%","0%","0%","0%","0%","0%","Vernon, Kristine Lan",""
"AVS","4530","1","Animal Reproduction","46%","36%","12%","2%","2%","0%","0%","2%","Birrenkott, Glenn P",""
"AVS","4530","400","Animal Reproduction","65%","35%","0%","0%","0%","0%","0%","0%","Birrenkott, Glenn P",""
"BCHM","3010","1","Molecular Biochem","29%","23%","32%","8%","6%","0%","0%","2%","Ingram-Smith, Cheryl",""
"BCHM","3010","2","Molecular Biochem(HON)","48%","29%","16%","3%","0%","0%","0%","3%","Smith, Kerry S.","H"
"BCHM","3050","1","Essen Elements Bioch","37%","35%","10%","6%","4%","0%","0%","7%","Chandrasekaran, Srik",""
"BCHM","3050","2","Essen Elements Bioch","39%","34%","14%","5%","3%","0%","0%","5%","Chandrasekaran, Srik",""
"BCHM","4320","1","Bioch of Metabolism","63%","15%","12%","2%","2%","0%","0%","5%","Paul, Kimberly S",""
"BCHM","4360","1","Genes to Proteins","50%","33%","10%","0%","5%","0%","0%","2%","Sehorn, Michael Glen",""
"BCHM","4400","1","Bioinformatics","56%","31%","13%","0%","0%","0%","0%","0%","Wang, Liangjiang",""
"BCHM","4930","1","Senior Seminar","55%","39%","3%","0%","3%","0%","0%","0%","Morris, James C",""
"BE","2100","1","Intro to Biosystems Engr","84%","5%","5%","0%","0%","0%","0%","5%","Zheng, Yi",""
"BE","3220","1","Sm Wtrshd Hyd & Sed","27%","42%","23%","0%","4%","0%","0%","4%","Owino, Tom O.",""
"BE","4120","1","Be Heat Mass Trans","52%","30%","4%","0%","9%","0%","0%","4%","Drapcho, Caye Marie",""
"BE","4150","1","Instr & Control for Biosys Eng","67%","17%","8%","4%","0%","0%","0%","4%","Zheng, Yi",""
"BE","4380","1","Bioprocess Engineering Design","60%","40%","0%","0%","0%","0%","0%","0%","Walker, Terry H",""
"BE","4730","3","Thermodynamics","55%","27%","18%","0%","0%","0%","0%","0%","Walker, Terry H",""
"BIOE","1010","1","Biol for Bioengr","51%","31%","10%","2%","1%","0%","0%","5%","Reukov, Vladimir Vla",""
"BIOE","2010","1","Intro Biomed Engr","11%","72%","11%","6%","0%","0%","0%","0%","Webb, Charles K",""
"BIOE","3020","1","Biomaterials","65%","28%","1%","4%","0%","0%","0%","1%","Vertegel, Alexey Ale",""
"BIOE","3200","1","Biomechanics","61%","26%","9%","2%","0%","0%","0%","2%","Nagatomi, Jiro",""
"BIOE","3210","1","Biofluid Mechanics","47%","36%","5%","5%","3%","0%","0%","4%","Harcum, Sarah W",""
"BIOE","3700","1","Bioinst & Imaging","58%","40%","1%","0%","0%","0%","0%","0%","Dean, Delphine",""
"BIOE","4010","1","Bioengineering Design Theory","91%","9%","0%","0%","0%","0%","0%","0%","Mercuri, Jeremy J",""
"BIOE","4030","1","Applied Bio E Design","89%","11%","0%","0%","0%","0%","0%","0%","Desjardins, John D",""
"BIOE","4200","1","Sports Engineering","64%","36%","0%","0%","0%","0%","0%","0%","Smith, Cynthia Mille",""
"BIOE","4230","1","Cardiovascular Engr and Path","86%","14%","0%","0%","0%","0%","0%","0%","Simionescu, Dan T",""
"BIOE","4310","1","Medical Imaging","82%","18%","0%","0%","0%","0%","0%","0%","Kwartowitz, David M",""
