Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ACCT,4100,3,Reporting and Mgmt Control Sys,32%,47%,16%,0%,5%,0%,0%,0%,Radtke Robin R,
ACCT,4150,1,Auditing,20%,50%,25%,5%,0%,0%,0%,0%,Harp Nancy Lee,
ACCT,4150,2,Auditing,26%,58%,11%,5%,0%,0%,0%,0%,Harp Nancy Lee,
ACCT,8510,1,Tax Research,7%,93%,0%,0%,0%,0%,0%,0%,Dickens Thomas L,
ACCT,8510,2,Tax Research,13%,88%,0%,0%,0%,0%,0%,0%,Dickens Thomas L,
ACCT,8510,3,Tax Research,61%,39%,0%,0%,0%,0%,0%,0%,Dickens Thomas L,
ACCT,8530,1,Adv Acct Problems,53%,43%,3%,0%,0%,0%,0%,0%,Welton Ralph Edward,
ACCT,8530,2,Adv Acct Problems,74%,26%,0%,0%,0%,0%,0%,0%,Pearse Suzanne,
ACCT,8530,3,Adv Acct Problems,72%,25%,0%,0%,0%,0%,0%,3%,Pearse Suzanne,
ACCT,8550,1,Gov't and Nonprofit Accounting,86%,11%,3%,0%,0%,0%,0%,0%,Barnes James D,
ACCT,8550,2,Gov't and Nonprofit Accounting,94%,6%,0%,0%,0%,0%,0%,0%,Barnes James D,
ACCT,8550,3,Gov't and Nonprofit Accounting,79%,21%,0%,0%,0%,0%,0%,0%,Barnes James D,
ACCT,8650,1,Tax & Bus Decisions,43%,57%,0%,0%,0%,0%,0%,0%,Jahn Judson R,
ACCT,8720,1,Tax of Flowthroughs,32%,27%,38%,0%,0%,0%,0%,3%,Dickens Thomas L,
AGED,1020,1,Freshman Seminar,80%,7%,7%,7%,0%,0%,0%,0%,DiBenedetto Catherin,
AGED,2000,1,Agr Appl of Ed Tech,54%,46%,0%,0%,0%,0%,0%,0%,Layfield Kevin D,
AGED,2010,1,Intro to Agric Educ,71%,21%,7%,0%,0%,0%,0%,0%,Fravel Philip M,
AGED,2040,1,App Ag Calculations,45%,27%,27%,0%,0%,0%,0%,0%,Fravel Philip M,
AGED,3030,1,Ag Ed Mech Tech,40%,33%,20%,7%,0%,0%,0%,0%,Byrd Alex P,
AGED,4030,1,Prin Adult/Ext Ed,79%,7%,7%,0%,7%,0%,0%,0%,Byrd Alex P,
AGM,1010,1,Intro Ag Mech & Bus,62%,28%,3%,3%,5%,0%,0%,0%,Massey Hunter F,
AGM,2050,1,Prin of Fabrication,26%,48%,17%,5%,5%,0%,0%,0%,Massey Hunter F,
AGM,2060,1,Machinery Mgt,33%,33%,20%,7%,7%,0%,0%,0%,Massey Hunter F,
AGM,2210,1,Land Measurements,71%,21%,8%,0%,0%,0%,0%,0%,Privette Charles V,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 3 of 102,
Grades Report for 201808,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AGM,3010,1,Soil Water Conserv,45%,29%,20%,4%,3%,0%,0%,0%,Sawyer Calvin B,
AGM,4000,1,Seminar in Ag Mech & Business,4%,22%,40%,24%,10%,0%,0%,0%,Chastain John P,
AGM,4020,1,Irrigation System Design,12%,41%,35%,6%,6%,0%,0%,0%,Privette Charles V,
AGM,4050,1,Env Cont in Anim Str,11%,31%,44%,13%,0%,0%,0%,0%,Chastain John P,
AGM,4060,1,Mech & Hydraulic Sys,27%,62%,12%,0%,0%,0%,0%,0%,Koc Ali Bulent,
AGM,4520,1,Mobile Power,37%,48%,11%,4%,0%,0%,0%,0%,Koc Ali Bulent,
AGM,4600,1,Electrical Systems,56%,38%,6%,0%,0%,0%,0%,0%,Han Young Jo,
AGRB,2020,1,Agricultural Economics,20%,29%,24%,18%,5%,0%,0%,4%,Apperson George P,
AGRB,2050,1,Agriculture and Society,15%,22%,30%,25%,3%,0%,0%,4%,Vassalos Michael,
AGRB,3020,1,Economics of Farm Management,11%,28%,27%,27%,6%,0%,0%,0%,Vassalos Michael,
AGRB,3080,1,Quant Agribusiness Analysis I,27%,37%,20%,10%,2%,0%,0%,4%,Zhang Lisha,
AGRB,3090,1,Econ of Agricultural Marketing,59%,33%,4%,0%,3%,0%,0%,1%,Bolotova Yuliya Vale,
AGRB,3570,1,Natural Resources Economics,27%,23%,27%,7%,7%,0%,0%,9%,Willis David Brian,
AGRB,4090,1,Commodity Futures Markets,13%,26%,29%,21%,11%,0%,0%,0%,Apperson George P,
AGRB,4120,1,Reg Econ Devel Theory & Policy,57%,43%,0%,0%,0%,0%,0%,0%,Lamie Ronald D,
AGRB,4520,1,Agricultural Policy,24%,33%,24%,15%,3%,0%,0%,0%,Vassalos Michael,
AGRB,4600,1,Agricultural Finance,36%,26%,26%,13%,0%,0%,0%,0%,Zhang Lisha,
AL,3440,400,Athletics and Women,78%,19%,4%,0%,0%,0%,0%,0%,Soles Misty B,
AL,3490,400,Principles of Coaching,61%,29%,7%,4%,0%,0%,0%,0%,Cadorette Deborah Jo,
AL,3490,401,Principles of Coaching,76%,16%,8%,0%,0%,0%,0%,0%,Cadorette Deborah Jo,
AL,3490,402,Principles of Coaching,80%,16%,0%,0%,0%,0%,0%,4%,Plumblee John T,
AL,3490,403,Principles of Coaching,67%,29%,4%,0%,0%,0%,0%,0%,Plumblee John T,
AL,3490,404,Principles of Coaching,71%,25%,0%,4%,0%,0%,0%,0%,Connor Clyde Keith,
AL,3490,407,Principles of Coaching,92%,8%,0%,0%,0%,0%,0%,0%,Whitrow Nicholas Phi,
AL,3490,408,Principles of Coaching,56%,24%,4%,4%,12%,0%,0%,0%,Whitrow Nicholas Phi,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 4 of 102,
Grades Report for 201808,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AL,3490,409,Principles of Coaching,76%,12%,0%,0%,12%,0%,0%,0%,Whitrow Nicholas Phi,
AL,3500,400,Sci Basis I/Ex Phy,21%,38%,21%,13%,0%,0%,0%,8%,Godfrey Michael G,
AL,3500,401,Sci Basis I/Ex Phy,30%,35%,26%,9%,0%,0%,0%,0%,Godfrey Michael G,
AL,3510,400,Nat'l Coach Cert Prep for AL,83%,17%,0%,0%,0%,0%,0%,0%,Cadorette Deborah Jo,
AL,3530,400,Athletic Injuries,14%,39%,32%,11%,4%,0%,0%,0%,Colbert Isaac Sean,
AL,3530,401,Athletic Injuries,28%,36%,16%,8%,8%,0%,0%,4%,Colbert Isaac Sean,
AL,3600,400,Hgh Sch Athl Ethical/Legal Iss,58%,21%,17%,0%,0%,0%,0%,4%,Connor Clyde Keith,
AL,3610,400,Admin/Org of Athletic Programs,92%,8%,0%,0%,0%,0%,0%,0%,Oates Henry C.,
AL,3620,400,Psychology of Coaching,38%,12%,35%,12%,4%,0%,0%,0%,Carter Natalie Anne,
AL,3620,401,Psychology of Coaching,64%,28%,4%,4%,0%,0%,0%,0%,Carter Natalie Anne,
AL,3620,402,Psychology of Coaching,44%,28%,16%,8%,0%,0%,0%,4%,Carter Natalie Anne,
AL,3740,400,Coaching Football,54%,31%,12%,0%,0%,0%,0%,4%,Fry Edmond H,
AL,3740,401,Coaching Football,61%,9%,0%,4%,4%,0%,0%,22%,Fry Edmond H,
AL,3760,400,Coaching Strength/Conditioning,72%,21%,0%,0%,7%,0%,0%,0%,Fry Edmond H,
AL,3760,401,Coaching Strength/Conditioning,81%,4%,4%,0%,11%,0%,0%,0%,Fry Edmond H,
AL,4380,402,Current Iss in HS Athletics,71%,21%,0%,4%,0%,0%,0%,4%,Cadorette Deborah Jo,
AL,4380,403,Media Relations in AL,84%,16%,0%,0%,0%,0%,0%,0%,Soles Misty B,
AL,4380,408,Officiating in AL,57%,22%,17%,4%,0%,0%,0%,0%,Connor Clyde Keith,
AL,8380,400,Sp Topics in Intercoll Athlet,83%,13%,4%,0%,0%,0%,0%,0%,Charles Elliott A,
AL,8440,400,Surv of Res Mthds in Athletics,88%,8%,4%,0%,0%,0%,0%,0%,Frady Kristin Kelly,
AL,8440,401,Surv of Res Mthds in Athletics,71%,7%,14%,0%,7%,0%,0%,0%,Frady Kristin Kelly,
AL,8500,400,Principles Strength and Condit,74%,19%,7%,0%,0%,0%,0%,0%,Godfrey Michael G,
AL,8650,401,Mkt and Comm Respon Interc Ath,75%,19%,6%,0%,0%,0%,0%,0%,Soles Misty B,
ANTH,2010,1,Introduction to Anthropology,44%,24%,18%,4%,4%,0%,0%,4%,Wu Yi,
ANTH,2010,2,Introduction to Anthropology,35%,33%,20%,5%,2%,0%,0%,5%,Wu Yi,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 5 of 102,
Grades Report for 201808,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ANTH,2010,3,Introduction to Anthropology,40%,49%,10%,0%,0%,0%,0%,1%,Markus David M,
ANTH,2010,4,Introduction to Anthropology,30%,63%,5%,0%,1%,0%,0%,0%,Markus David M,
ANTH,2010,5,Introduction to Anthropology,36%,56%,1%,3%,4%,0%,0%,0%,Markus David M,
ANTH,3320,1,World Archaeology,53%,32%,11%,5%,0%,0%,0%,0%,Markus David M,
ANTH,3510,1,Biological Anthropology,37%,42%,11%,5%,5%,0%,0%,0%,Rapaport Lisa G,
ANTH,3530,1,Forensic Anthropology,24%,65%,0%,12%,0%,0%,0%,0%,Weisensee Katherine,
ANTH,4660,1,Evolution of Human Behav,40%,30%,10%,20%,0%,0%,0%,0%,Rapaport Lisa G,
ANTH,4960,2,Anth CI: Entrepreneurs in BSHS,80%,0%,20%,0%,0%,0%,0%,0%,Johnson Janie Shonta,
ARCH,1010,1,Introduction to Architecture,63%,19%,4%,1%,4%,0%,0%,8%,Hambright-Belue Sall,
ARCH,2040,1,Hist of Modern Arch,55%,32%,12%,0%,0%,0%,0%,0%,Bruhns Robert A.,
ARCH,2510,1,Arch Foundations I,46%,46%,8%,0%,0%,0%,0%,0%,Brown Timothy Burl,
ARCH,2510,2,Arch Foundations I,14%,50%,29%,0%,0%,0%,0%,7%,Silance Robert T,
ARCH,2510,3,Arch Foundations I,38%,62%,0%,0%,0%,0%,0%,0%,Albright Dustin Grah,
ARCH,2510,4,Arch Foundations I,69%,23%,8%,0%,0%,0%,0%,0%,Choma Joseph,
ARCH,2510,5,Arch Foundations I,57%,43%,0%,0%,0%,0%,0%,0%,Bruhns Robert A.,
ARCH,2510,6,Arch Foundations I,54%,31%,8%,8%,0%,0%,0%,0%,Sutherland Timothy S,
ARCH,2700,1,Structures I,52%,42%,6%,0%,0%,0%,0%,0%,Albright Dustin Grah,
ARCH,3500,1,Intro to Urban Contexts,63%,38%,0%,0%,0%,0%,0%,0%,Hecker Douglas A.,
ARCH,3500,2,Intro to Urban Contexts,63%,31%,6%,0%,0%,0%,0%,0%,Wilkerson Julie Poe,
ARCH,3500,3,Intro to Urban Contexts,25%,50%,25%,0%,0%,0%,0%,0%,Lee David M,
ARCH,3500,4,Intro to Urban Contexts,75%,13%,13%,0%,0%,0%,0%,0%,Mendez Clarissa A,
ARCH,3500,5,Intro to Urban Contexts,38%,50%,13%,0%,0%,0%,0%,0%,Terim Berrin,
ARCH,3510,3,Studio Clemson,80%,10%,0%,0%,10%,0%,0%,0%,Kleiss Michael Carlo,
ARCH,3510,4,Studio Clemson,20%,80%,0%,0%,0%,0%,0%,0%,Mills Criss B.,
ARCH,3540,1,Studio Barcelona,40%,60%,0%,0%,0%,0%,0%,0%,Roldan Miguel,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 6 of 102,
Grades Report for 201808,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ARCH,4010,1,Architectural Portfolio,88%,12%,0%,0%,0%,0%,0%,0%,Mendez Clarissa A,
ARCH,4010,2,Architectural Portfolio,25%,58%,17%,0%,0%,0%,0%,0%,Schafer George J,
ARCH,4010,4,Architectural Portfolio,80%,10%,0%,0%,10%,0%,0%,0%,Liu Pai,
ARCH,4140,2,Design Seminar,83%,17%,0%,0%,0%,0%,0%,0%,Roldan Miguel,
ARCH,6990,9,Freehand Drawing,85%,15%,0%,0%,0%,0%,0%,0%,Craig Lynn G,
ARCH,8100,1,Visualization I,80%,20%,0%,0%,0%,0%,0%,0%,Mihalache Andreea M,
ARCH,8210,1,Research Methods,63%,38%,0%,0%,0%,0%,0%,0%,Battisto Dina G.,
ARCH,8360,1,Managing Integr Proj Delivery,83%,0%,0%,0%,0%,0%,0%,17%,Hambright-Belue Sall,
ARCH,8510,1,Design Studio III,50%,50%,0%,0%,0%,0%,0%,0%,Heine Ulrike Ann-Sop,
ARCH,8510,2,Design Studio III,83%,17%,0%,0%,0%,0%,0%,0%,Franco Santa Cruz Da,
ARCH,8510,3,Design Studio III,33%,67%,0%,0%,0%,0%,0%,0%,Harding Daniel Nevin,
ARCH,8600,1,History/Theory I,50%,50%,0%,0%,0%,0%,0%,0%,Terim Berrin,
ARCH,8720,1,Production & Assemb,87%,13%,0%,0%,0%,0%,0%,0%,Harding Daniel Nevin,
ARCH,8810,1,Pro Practice Survey,60%,40%,0%,0%,0%,0%,0%,0%,Schwennsen Katherine,
ARCH,8950,1,A+H Studio: Projects,80%,20%,0%,0%,0%,0%,0%,0%,Allison David J,
ART,1050,1,Foundation Drawing I,18%,18%,55%,9%,0%,0%,0%,0%,Ayers Denise Elizabe,
ART,2070,1,Beginning Painting,35%,18%,29%,0%,0%,0%,0%,18%,Massey Dustin lee,
ART,2090,1,Beginning Sculpture,64%,36%,0%,0%,0%,0%,0%,0%,Manson V Joseph Rich,
ART,2100,5,Art Appreciation,74%,26%,0%,0%,0%,0%,0%,0%,Estrella Angel Roche,
ART,2100,400,Art Appreciation,84%,11%,5%,0%,0%,0%,0%,0%,Manson V Joseph Rich,
ART,2110,1,Begin Printmaking,79%,21%,0%,0%,0%,0%,0%,0%,Ferguson Mandy Lorai,
ART,2130,1,Begin Photography,67%,25%,8%,0%,0%,0%,0%,0%,Musick Amanda Denise,
ART,2170,1,Beginning Ceramics,73%,27%,0%,0%,0%,0%,0%,0%,Bare Daniel L,
ART,2210,1,Beginning New Media,73%,18%,0%,0%,0%,0%,0%,9%,Hung Christina Nguye,
ART,3050,1,Intermediate Drawing,64%,27%,9%,0%,0%,0%,0%,0%,Williams Annamarie E,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 7 of 102,
Grades Report for 201808,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AS,1090,1,Air Force Today I,87%,13%,0%,0%,0%,0%,0%,0%,Moore Michael Allen,
AS,1090,2,Air Force Today I,78%,17%,6%,0%,0%,0%,0%,0%,Moore Michael Allen,
AS,1090,3,Air Force Today I,80%,13%,7%,0%,0%,0%,0%,0%,Moore Michael Allen,
AS,2090,1,Dev of Air Power I,87%,13%,0%,0%,0%,0%,0%,0%,Lusk Brock M.,
AS,2090,2,Dev of Air Power I,73%,20%,7%,0%,0%,0%,0%,0%,Lusk Brock M.,
AS,2090,3,Dev of Air Power I,69%,23%,8%,0%,0%,0%,0%,0%,Lusk Brock M.,
AS,4090,1,Nat Sec Policy I,78%,11%,11%,0%,0%,0%,0%,0%,Balts Keith W,
AS,4090,2,Nat Sec Policy I,86%,14%,0%,0%,0%,0%,0%,0%,Balts Keith W,
ASL,1010,2,Am Sign Lang I,83%,17%,0%,0%,0%,0%,0%,0%,Clements William Rya,
ASL,1010,3,Am Sign Lang I,61%,28%,11%,0%,0%,0%,0%,0%,Misener Dunn Kim Mar,
ASL,1010,5,Am Sign Lang I,79%,11%,0%,5%,5%,0%,0%,0%,Misener Dunn Kim Mar,
ASL,1010,6,Am Sign Lang I,58%,21%,5%,0%,11%,0%,0%,5%,Hurdich Jason,
ASL,1020,1,Am Sign Lang I,41%,24%,29%,0%,0%,0%,0%,6%,Hurdich Jason,
ASL,1020,2,Am Sign Lang I,60%,20%,10%,10%,0%,0%,0%,0%,Hurdich Jason,
ASL,2010,1,Am Sign Lang II,79%,21%,0%,0%,0%,0%,0%,0%,Clements William Rya,
ASL,2010,3,Am Sign Lang II,72%,17%,11%,0%,0%,0%,0%,0%,Misener Dunn Kim Mar,
ASL,2010,4,Am Sign Lang II,87%,7%,0%,7%,0%,0%,0%,0%,Misener Dunn Kim Mar,
ASL,2020,1,Am Sign Lang II,21%,43%,14%,21%,0%,0%,0%,0%,Hurdich Jason,
ASL,3010,1,Advanced A S L I,65%,18%,18%,0%,0%,0%,0%,0%,Misener Dunn Kim Mar,
ASL,3050,1,Deaf Studies,83%,0%,0%,6%,11%,0%,0%,0%,Hurdich Jason,
ASL,3490,1,Adv App in Asl,69%,31%,0%,0%,0%,0%,0%,0%,Clements William Rya,
ASTR,1010,1,Solar System Astronomy,24%,32%,31%,6%,3%,0%,0%,5%,Adamkovics Mate,
ASTR,1020,1,Stellar Astronomy,38%,28%,15%,8%,5%,0%,0%,6%,Leising Mark D,
ASTR,1030,1,Solar Systm Astr Lab,74%,13%,9%,0%,0%,0%,0%,4%,Leising Mark D,
ASTR,1030,2,Solar Systm Astr Lab,80%,16%,4%,0%,0%,0%,0%,0%,Leising Mark D,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 8 of 102,
Grades Report for 201808,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
ASTR,1030,4,Solar Systm Astr Lab,40%,35%,5%,0%,5%,0%,0%,15%,Leising Mark D,
ASTR,1030,6,Solar Systm Astr Lab,62%,23%,4%,4%,4%,0%,0%,4%,Leising Mark D,
ASTR,1030,7,Solar Systm Astr Lab,82%,9%,5%,0%,0%,0%,0%,5%,Leising Mark D,
ASTR,1030,8,Solar Systm Astr Lab,54%,38%,4%,4%,0%,0%,0%,0%,Leising Mark D,
ASTR,1030,9,Solar Systm Astr Lab,72%,6%,6%,0%,17%,0%,0%,0%,Leising Mark D,
ASTR,1030,10,Solar Systm Astr Lab,79%,14%,7%,0%,0%,0%,0%,0%,Leising Mark D,
ASTR,1040,1,Stellar Astr Lab,69%,23%,0%,0%,0%,0%,0%,8%,Leising Mark D,
ASTR,1040,2,Stellar Astr Lab,54%,33%,8%,4%,0%,0%,0%,0%,Leising Mark D,
ASTR,1040,4,Stellar Astr Lab,43%,48%,0%,0%,4%,0%,0%,4%,Leising Mark D,
ASTR,3020,1,Stellar Astrophysics,35%,41%,0%,0%,6%,0%,0%,18%,Ajello Marco,
ASTR,8300,1,Astroph III:Galactic,40%,60%,0%,0%,0%,0%,0%,0%,Meyer Bradley S,
AUD,1850,1,Intro to Audio Tech,20%,60%,10%,10%,0%,0%,0%,0%,Altstatt Hamilton S,
AUE,6010,1,Vehicle Dynamics,60%,40%,0%,0%,0%,0%,0%,0%,Haque Imtiaz Ul,
AUE,8040,699,Autovation for Entrepreneurs,90%,10%,0%,0%,0%,0%,0%,0%,Mino Michael George,
AUE,8180,1,"Engine Analysis, Design & Exp",92%,8%,0%,0%,0%,0%,0%,0%,Prucka Robert G,
AUE,8190,100,Adv Int Combustion Engine Conc,50%,50%,0%,0%,0%,0%,0%,0%,Filipi Zoran,
AUE,8280,1,Driveline/Powertrain,72%,22%,6%,0%,0%,0%,0%,0%,Prucka Robert G,
AUE,8330,30,Auto Manuf Proc Devl,18%,75%,0%,0%,0%,0%,0%,7%,Mears Michael L,
AUE,8350,100,Auto Electronics,63%,32%,1%,0%,0%,0%,0%,3%,Jia Yunyi,
